precision,recall
0.0016741268107003137,1.0
0.02471648735097412,0.8947368421052632
0.06350420811017597,0.8736842105263158
0.11156462585034013,0.8631578947368421
0.16302186878727634,0.8631578947368421
0.2066326530612245,0.8526315789473684
0.2523364485981308,0.8526315789473684
0.2962962962962963,0.8421052631578947
0.34801762114537443,0.8315789473684211
0.39195979899497485,0.8210526315789474
0.42391304347826086,0.8210526315789474
0.45614035087719296,0.8210526315789474
0.5032258064516129,0.8210526315789474
0.5492957746478874,0.8210526315789474
0.5735294117647058,0.8210526315789474
0.5954198473282443,0.8210526315789474
0.624,0.8210526315789474
0.6341463414634146,0.8210526315789474
0.65,0.8210526315789474
0.6782608695652174,0.8210526315789474
0.6902654867256637,0.8210526315789474
0.7090909090909091,0.8210526315789474
0.7358490566037735,0.8210526315789474
0.7572815533980582,0.8210526315789474
0.7647058823529411,0.8210526315789474
0.7722772277227723,0.8210526315789474
0.78,0.8210526315789474
0.7857142857142857,0.8105263157894737
0.8020833333333334,0.8105263157894737
0.8105263157894737,0.8105263157894737
0.8191489361702128,0.8105263157894737
0.8279569892473119,0.8105263157894737
0.8369565217391305,0.8105263157894737
0.8351648351648352,0.8
0.8444444444444444,0.8
0.8539325842696629,0.8
0.8636363636363636,0.8
0.8735632183908046,0.8
0.8837209302325582,0.8
0.8941176470588236,0.8
0.9047619047619048,0.8
0.9156626506024096,0.8
0.926829268292683,0.8
0.9382716049382716,0.8
0.9367088607594937,0.7789473684210526
0.9358974358974359,0.7684210526315789
0.948051948051948,0.7684210526315789
0.9473684210526315,0.7578947368421053
0.9466666666666667,0.7473684210526316
0.9459459459459459,0.7368421052631579
0.9452054794520548,0.7263157894736842
0.9583333333333334,0.7263157894736842
0.9577464788732394,0.7157894736842105
0.9571428571428572,0.7052631578947368
0.9710144927536232,0.7052631578947368
0.9705882352941176,0.6947368421052632
0.9701492537313433,0.6842105263157895
0.9692307692307692,0.6631578947368421
0.96875,0.6526315789473685
0.9682539682539683,0.6421052631578947
0.9838709677419355,0.6421052631578947
0.9836065573770492,0.631578947368421
0.9833333333333333,0.6210526315789474
0.9830508474576272,0.6105263157894737
0.9827586206896551,0.6
0.9824561403508771,0.5894736842105263
0.9821428571428571,0.5789473684210527
0.9818181818181818,0.5684210526315789
0.9814814814814815,0.5578947368421052
0.9811320754716981,0.5473684210526316
0.9807692307692307,0.5368421052631579
0.9803921568627451,0.5263157894736842
0.98,0.5157894736842106
0.9795918367346939,0.5052631578947369
0.9787234042553191,0.4842105263157895
0.9777777777777777,0.4631578947368421
0.9772727272727273,0.45263157894736844
0.9761904761904762,0.43157894736842106
0.975609756097561,0.42105263157894735
0.975,0.4105263157894737
0.9743589743589743,0.4
0.9736842105263158,0.3894736842105263
0.972972972972973,0.37894736842105264
0.9722222222222222,0.3684210526315789
0.9714285714285714,0.35789473684210527
1.0,0.3473684210526316
1.0,0.3368421052631579
1.0,0.3263157894736842
1.0,0.3157894736842105
1.0,0.30526315789473685
1.0,0.29473684210526313
1.0,0.2631578947368421
1.0,0.24210526315789474
1.0,0.23157894736842105
1.0,0.21052631578947367
1.0,0.18947368421052632
1.0,0.17894736842105263
1.0,0.16842105263157894
1.0,0.15789473684210525
1.0,0.1368421052631579
1.0,0.12631578947368421
1.0,0.11578947368421053
1.0,0.10526315789473684
1.0,0.09473684210526316
1.0,0.08421052631578947
1.0,0.07368421052631578
1.0,0.06315789473684211
1.0,0.05263157894736842
1.0,0.042105263157894736
1.0,0.031578947368421054
1.0,0.021052631578947368
1.0,0.0
